,Country,State,City,Station,Last_Update,Latitude,Longitude,Pollutant_Id,Pollutant_Min,Pollutant_Max,Pollutant_Avg
33,India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",03-04-2025 09:00,11.6829898,79.7532099,SO2,1.0,12.0,9.0
34,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",03-04-2025 09:00,28.757294,77.278792,PM10,52.0,500.0,104.0
35,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",03-04-2025 09:00,26.446912,91.439057,NO2,11.0,12.0,10.0
36,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",03-04-2025 09:00,26.446912,91.439057,SO2,1.0,12.0,9.0
37,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",03-04-2025 09:00,26.0881305,87.93840336,NH3,1.0,2.0,2.0
38,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",03-04-2025 09:00,27.308328,84.531742,PM10,52.0,500.0,104.0
39,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",03-04-2025 09:00,25.592539,85.227158,OZONE,1.0,65.0,15.0
40,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",03-04-2025 09:00,26.63086,84.90051,PM2.5,60.0,78.0,48.0
41,India,Chhattisgarh,Korba,"Rampur, Korba - CECB",03-04-2025 09:00,22.368195,82.746431,PM10,52.0,500.0,104.0
42,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",03-04-2025 09:00,28.4706914,77.1099364,PM10,52.0,500.0,104.0
43,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",03-04-2025 09:00,28.5512005,77.2735737,CO,10.0,34.0,34.0
44,India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",03-04-2025 09:00,21.258815,81.578979,PM2.5,60.0,78.0,48.0
45,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",03-04-2025 09:00,28.7256504,77.2011573,PM10,52.0,500.0,104.0
46,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",03-04-2025 09:00,28.6573814,77.1585447,PM10,52.0,500.0,104.0
47,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",03-04-2025 09:00,28.498571,77.26484,PM10,52.0,500.0,104.0
48,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",03-04-2025 09:00,28.498571,77.26484,SO2,1.0,12.0,9.0
49,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",03-04-2025 09:00,28.5627763,77.1180053,PM2.5,60.0,78.0,48.0
50,India,Delhi,Delhi,"Pusa, Delhi - IMD",03-04-2025 09:00,28.63611,77.173332,PM10,52.0,500.0,104.0
51,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",03-04-2025 09:00,23.016834,72.625775,PM10,52.0,500.0,104.0
52,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",03-04-2025 09:00,28.422681,77.148944,PM2.5,60.0,78.0,48.0
53,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",03-04-2025 09:00,23.243639,72.68994,CO,10.0,34.0,34.0
54,India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",03-04-2025 09:00,13.0246342,77.5080115,SO2,1.0,12.0,9.0
55,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",03-04-2025 09:00,20.918946,74.776388,NH3,1.0,2.0,2.0
56,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",03-04-2025 09:00,20.918946,74.776388,OZONE,1.0,65.0,15.0
57,India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",03-04-2025 09:00,19.1653323,72.922099,NH3,1.0,2.0,2.0
58,India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",03-04-2025 09:00,19.0863,72.8888,PM10,52.0,500.0,104.0
59,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",03-04-2025 09:00,19.2058,72.8682,PM10,52.0,500.0,104.0
60,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",03-04-2025 09:00,19.854616,75.905894,PM2.5,60.0,78.0,48.0
61,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",03-04-2025 09:00,19.854616,75.905894,PM10,52.0,500.0,104.0
62,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",03-04-2025 09:00,19.19709,72.82204,SO2,1.0,12.0,9.0
63,India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",03-04-2025 09:00,20.555712,74.529236,PM2.5,60.0,78.0,48.0
64,India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",03-04-2025 09:00,20.555712,74.529236,PM10,52.0,500.0,104.0
65,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",03-04-2025 09:00,19.175,72.9419,PM2.5,60.0,78.0,48.0
66,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",03-04-2025 09:00,19.000083,72.813993,NH3,1.0,2.0,2.0
67,India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",03-04-2025 09:00,19.000084,72.85673,SO2,1.0,12.0,9.0
68,India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",03-04-2025 09:00,19.173852,77.296291,PM10,52.0,500.0,104.0
69,India,Maharashtra,Pune,"Karve Road, Pune - MPCB",03-04-2025 09:00,18.5011743,73.8165527,PM2.5,60.0,78.0,48.0
70,India,Maharashtra,Pune,"Karve Road, Pune - MPCB",03-04-2025 09:00,18.5011743,73.8165527,SO2,1.0,12.0,9.0
71,India,Maharashtra,Pune,"Karve Road, Pune - MPCB",03-04-2025 09:00,18.5011743,73.8165527,CO,10.0,34.0,34.0
72,India,Maharashtra,Pune,"Karve Road, Pune - MPCB",03-04-2025 09:00,18.5011743,73.8165527,OZONE,1.0,65.0,15.0
73,India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",03-04-2025 09:00,25.5803419,91.8942571,OZONE,1.0,65.0,15.0
74,India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",03-04-2025 09:00,25.435774,75.644272,PM2.5,60.0,78.0,48.0
75,India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",03-04-2025 09:00,25.435774,75.644272,PM10,52.0,500.0,104.0
76,India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",03-04-2025 09:00,25.435774,75.644272,NH3,1.0,2.0,2.0
77,India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",03-04-2025 09:00,27.33853,88.614099,SO2,1.0,12.0,9.0
78,India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",03-04-2025 09:00,11.6829898,79.7532099,NH3,1.0,2.0,2.0
79,India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",03-04-2025 09:00,11.0973603,77.3228673,PM10,52.0,500.0,104.0
80,India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",03-04-2025 09:00,17.544899,78.486949,SO2,1.0,12.0,9.0
81,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",03-04-2025 09:00,28.757294,77.278792,NH3,1.0,2.0,2.0
82,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",03-04-2025 09:00,28.757294,77.278792,SO2,1.0,12.0,9.0
83,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",03-04-2025 09:00,28.757294,77.278792,PM2.5,60.0,78.0,48.0
84,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",03-04-2025 09:00,28.999264,77.7590354,NO2,11.0,12.0,10.0
85,India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",03-04-2025 09:00,22.611968,88.347422,NO2,11.0,12.0,10.0
86,India,Assam,Silchar,"Tarapur, Silchar - PCBA",03-04-2025 09:00,24.82827,92.79525,OZONE,1.0,65.0,15.0
87,India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",03-04-2025 09:00,25.204762,85.51496,PM10,52.0,500.0,104.0
88,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",03-04-2025 09:00,28.5627763,77.1180053,OZONE,1.0,65.0,15.0
89,India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",03-04-2025 09:00,22.06631475,83.33820077,PM10,52.0,500.0,104.0
90,India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",03-04-2025 09:00,22.06631475,83.33820077,NH3,1.0,2.0,2.0
91,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",03-04-2025 09:00,28.4706914,77.1099364,OZONE,1.0,65.0,15.0
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",03-04-2025 09:00,28.7256504,77.2011573,PM2.5,60.0,78.0,48.0
93,India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",03-04-2025 09:00,28.656756,77.227234,NH3,1.0,2.0,2.0
94,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",03-04-2025 09:00,28.498571,77.26484,NH3,1.0,2.0,2.0
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",03-04-2025 09:00,28.5512005,77.2735737,PM10,52.0,500.0,104.0
96,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",03-04-2025 09:00,28.6573814,77.1585447,CO,10.0,34.0,34.0
97,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",03-04-2025 09:00,28.6573814,77.1585447,OZONE,1.0,65.0,15.0
98,India,Delhi,Delhi,"Pusa, Delhi - IMD",03-04-2025 09:00,28.63611,77.173332,PM2.5,60.0,78.0,48.0
99,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",03-04-2025 09:00,23.002657,72.591912,OZONE,1.0,65.0,15.0
100,India,Delhi,Delhi,"Pusa, Delhi - IMD",03-04-2025 09:00,28.63611,77.173332,NO2,11.0,12.0,10.0
101,India,Delhi,Delhi,"Pusa, Delhi - IMD",03-04-2025 09:00,28.63611,77.173332,OZONE,1.0,65.0,15.0
102,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",03-04-2025 09:00,23.016834,72.625775,PM2.5,60.0,78.0,48.0
103,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",03-04-2025 09:00,22.410802,73.097923,PM2.5,60.0,78.0,48.0
104,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",03-04-2025 09:00,28.39072,77.30059,PM2.5,60.0,78.0,48.0
105,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",03-04-2025 09:00,28.39072,77.30059,NO2,11.0,12.0,10.0
106,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",03-04-2025 09:00,28.39072,77.30059,OZONE,1.0,65.0,15.0
107,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",03-04-2025 09:00,19.854616,75.905894,NO2,11.0,12.0,10.0
108,India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",03-04-2025 09:00,18.616318,73.765797,NH3,1.0,2.0,2.0
109,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",03-04-2025 09:00,18.9936162,72.8128113,NO2,11.0,12.0,10.0
110,India,Maharashtra,Pune,"Karve Road, Pune - MPCB",03-04-2025 09:00,18.5011743,73.8165527,NO2,11.0,12.0,10.0
111,India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",03-04-2025 09:00,21.869985,85.167016,NH3,1.0,2.0,2.0
112,India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",03-04-2025 09:00,21.869985,85.167016,OZONE,1.0,65.0,15.0
113,India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",03-04-2025 09:00,11.6829898,79.7532099,OZONE,1.0,65.0,15.0
114,India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",03-04-2025 09:00,11.0973603,77.3228673,PM2.5,60.0,78.0,48.0
115,India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",03-04-2025 09:00,11.0973603,77.3228673,NO2,11.0,12.0,10.0
116,India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",03-04-2025 09:00,25.32393,82.99687,OZONE,1.0,65.0,15.0
117,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",03-04-2025 09:00,26.0881305,87.93840336,PM10,52.0,500.0,104.0
118,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",03-04-2025 09:00,26.0881305,87.93840336,NO2,11.0,12.0,10.0
119,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",03-04-2025 09:00,26.0881305,87.93840336,SO2,1.0,12.0,9.0
120,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",03-04-2025 09:00,26.0881305,87.93840336,CO,10.0,34.0,34.0
121,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",03-04-2025 09:00,26.0881305,87.93840336,OZONE,1.0,65.0,15.0
122,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",03-04-2025 09:00,28.5627763,77.1180053,PM10,52.0,500.0,104.0
123,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",03-04-2025 09:00,28.5918245,77.2273074,PM2.5,60.0,78.0,48.0
124,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",03-04-2025 09:00,28.5918245,77.2273074,PM10,52.0,500.0,104.0
125,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",03-04-2025 09:00,28.498571,77.26484,PM2.5,60.0,78.0,48.0
126,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",03-04-2025 09:00,28.498571,77.26484,OZONE,1.0,65.0,15.0
127,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",03-04-2025 09:00,28.4706914,77.1099364,NO2,11.0,12.0,10.0
128,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",03-04-2025 09:00,28.4706914,77.1099364,CO,10.0,34.0,34.0
129,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",03-04-2025 09:00,28.5512005,77.2735737,NO2,11.0,12.0,10.0
130,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",03-04-2025 09:00,28.5512005,77.2735737,OZONE,1.0,65.0,15.0
131,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",03-04-2025 09:00,28.39072,77.30059,PM10,52.0,500.0,104.0
132,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",03-04-2025 09:00,28.39072,77.30059,SO2,1.0,12.0,9.0
133,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",03-04-2025 09:00,28.39072,77.30059,CO,10.0,34.0,34.0
134,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",03-04-2025 09:00,28.422681,77.148944,NO2,11.0,12.0,10.0
135,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",03-04-2025 09:00,22.410802,73.097923,SO2,1.0,12.0,9.0
136,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",03-04-2025 09:00,23.016834,72.625775,SO2,1.0,12.0,9.0
137,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",03-04-2025 09:00,13.029152,77.585901,SO2,1.0,12.0,9.0
138,India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",03-04-2025 09:00,19.10122,74.73339,NH3,1.0,2.0,2.0
139,India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",03-04-2025 09:00,19.10122,74.73339,SO2,1.0,12.0,9.0
140,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",03-04-2025 09:00,20.918946,74.776388,PM10,52.0,500.0,104.0
141,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",03-04-2025 09:00,20.918946,74.776388,NO2,11.0,12.0,10.0
142,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",03-04-2025 09:00,19.2058,72.8682,SO2,1.0,12.0,9.0
143,India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",03-04-2025 09:00,19.215859,72.831718,NH3,1.0,2.0,2.0
144,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",03-04-2025 09:00,18.91,72.82,SO2,1.0,12.0,9.0
145,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",03-04-2025 09:00,19.854616,75.905894,NH3,1.0,2.0,2.0
146,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",03-04-2025 09:00,19.854616,75.905894,SO2,1.0,12.0,9.0
147,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",03-04-2025 09:00,19.175,72.9419,NO2,11.0,12.0,10.0
148,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",03-04-2025 09:00,19.175,72.9419,NH3,1.0,2.0,2.0
149,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",03-04-2025 09:00,19.10861,72.83622,PM10,52.0,500.0,104.0
150,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",03-04-2025 09:00,19.000083,72.813993,NO2,11.0,12.0,10.0
151,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",03-04-2025 09:00,19.19709,72.82204,NH3,1.0,2.0,2.0
152,India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",03-04-2025 09:00,19.173852,77.296291,NH3,1.0,2.0,2.0
153,India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",03-04-2025 09:00,22.265816,86.174829,NH3,1.0,2.0,2.0
154,India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",03-04-2025 09:00,25.435774,75.644272,NO2,11.0,12.0,10.0
155,India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",03-04-2025 09:00,11.0973603,77.3228673,SO2,1.0,12.0,9.0
156,India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",03-04-2025 09:00,22.611968,88.347422,NH3,1.0,2.0,2.0
157,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",03-04-2025 09:00,26.446912,91.439057,PM2.5,60.0,78.0,48.0
158,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",03-04-2025 09:00,26.446912,91.439057,PM10,52.0,500.0,104.0
159,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",03-04-2025 09:00,26.446912,91.439057,OZONE,1.0,65.0,15.0
160,India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",03-04-2025 09:00,25.204762,85.51496,PM2.5,60.0,78.0,48.0
161,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",03-04-2025 09:00,25.592539,85.227158,PM2.5,60.0,78.0,48.0
162,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",03-04-2025 09:00,25.592539,85.227158,PM10,52.0,500.0,104.0
163,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",03-04-2025 09:00,25.592539,85.227158,CO,10.0,34.0,34.0
164,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",03-04-2025 09:00,27.308328,84.531742,PM2.5,60.0,78.0,48.0
165,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",03-04-2025 09:00,26.0881305,87.93840336,PM2.5,60.0,78.0,48.0
166,India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",03-04-2025 09:00,21.258815,81.578979,PM10,52.0,500.0,104.0
167,India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",03-04-2025 09:00,22.06631475,83.33820077,PM2.5,60.0,78.0,48.0
168,India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",03-04-2025 09:00,22.06631475,83.33820077,SO2,1.0,12.0,9.0
169,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",03-04-2025 09:00,28.5918245,77.2273074,CO,10.0,34.0,34.0
170,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",03-04-2025 09:00,28.6573814,77.1585447,NO2,11.0,12.0,10.0
171,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",03-04-2025 09:00,28.5627763,77.1180053,CO,10.0,34.0,34.0
172,India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",03-04-2025 09:00,28.656756,77.227234,NO2,11.0,12.0,10.0
173,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",03-04-2025 09:00,28.498571,77.26484,NO2,11.0,12.0,10.0
174,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",03-04-2025 09:00,28.498571,77.26484,CO,10.0,34.0,34.0
175,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",03-04-2025 09:00,28.7256504,77.2011573,NO2,11.0,12.0,10.0
176,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",03-04-2025 09:00,28.7256504,77.2011573,CO,10.0,34.0,34.0
177,India,Delhi,Delhi,"Pusa, Delhi - IMD",03-04-2025 09:00,28.63611,77.173332,CO,10.0,34.0,34.0
178,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",03-04-2025 09:00,21.613267,73.010555,SO2,1.0,12.0,9.0
179,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",03-04-2025 09:00,28.39072,77.30059,NH3,1.0,2.0,2.0
180,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",03-04-2025 09:00,28.422681,77.148944,PM10,52.0,500.0,104.0
181,India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",03-04-2025 09:00,19.10122,74.73339,PM10,52.0,500.0,104.0
182,India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",03-04-2025 09:00,19.9629,79.298714,PM10,52.0,500.0,104.0
183,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",03-04-2025 09:00,20.918946,74.776388,PM2.5,60.0,78.0,48.0
184,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",03-04-2025 09:00,20.918946,74.776388,CO,10.0,34.0,34.0
185,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",03-04-2025 09:00,19.175,72.9419,PM10,52.0,500.0,104.0
186,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",03-04-2025 09:00,19.10861,72.83622,PM2.5,60.0,78.0,48.0
